year,latitude,longitude,aerosol
1850,-43.5,291.9,0.031
1850,-43.5,293.1,0.031
1850,-43.5,294.4,0.0334
1850,-43.5,295.6,0.0383
1850,-43.5,296.9,0.0448
1850,-43.5,298.1,0.0516
1850,-43.5,299.4,0.0569
1850,-43.5,300.6,0.0624
1850,-43.5,301.9,0.0686
1850,-43.5,303.1,0.0753
1850,-43.5,304.4,0.0796
1850,-43.5,305.6,0.084
1850,-43.5,306.9,0.0895
1850,-43.5,308.1,0.0947
1850,-43.5,309.4,0.1007
1850,-43.5,310.6,0.1077
1850,-43.5,311.9,0.1147
1850,-43.5,313.1,0.1217
1850,-43.5,314.4,0.1285
1850,-43.5,315.6,0.1327
1850,-43.5,316.9,0.1359
1850,-43.5,318.1,0.1387
1850,-43.5,319.4,0.14
1850,-43.5,320.6,0.1417
1850,-43.5,321.9,0.1452
1850,-43.5,323.1,0.1456
1850,-43.5,324.4,0.1483
1850,-43.5,325.6,0.1497
1850,-43.5,326.9,0.1531
1850,-43.5,328.1,0.157
1850,-43.5,329.4,0.1578
1850,-43.5,330.6,0.1609
1850,-43.5,331.9,0.1613
1850,-43.5,333.1,0.1611
1850,-43.5,334.4,0.1587
1850,-43.5,335.6,0.1562
1850,-43.5,336.9,0.1571
1850,-43.5,338.1,0.1571
1850,-43.5,339.4,0.1576
1850,-43.5,340.6,0.1579
1850,-43.5,341.9,0.1544
1850,-43.5,343.1,0.1526
1850,-43.5,344.4,0.1483
1850,-43.5,345.6,0.1472
1850,-43.5,346.9,0.1459
1850,-43.5,348.1,0.1446
1850,-43.5,349.4,0.1437
1850,-43.5,350.6,0.1436
1850,-43.5,351.9,0.1436
1850,-43.5,353.1,0.1448
1850,-43.5,354.4,0.1443
1850,-43.5,355.6,0.1443
1850,-43.5,356.9,0.1456
1850,-43.5,358.1,0.1459
1850,-43.5,359.4,0.1498
1850,-42.5,0.6,0.1444
1850,-42.5,1.9,0.1434
1850,-42.5,3.1,0.1435
1850,-42.5,4.4,0.1445
1850,-42.5,5.6,0.1444
1850,-42.5,6.9,0.1453
1850,-42.5,8.1,0.1463
1850,-42.5,9.4,0.1456
1850,-42.5,10.6,0.1446
1850,-42.5,11.9,0.1457
1850,-42.5,13.1,0.1492
1850,-42.5,14.4,0.1506
1850,-42.5,15.6,0.153
1850,-42.5,16.9,0.1537
1850,-42.5,18.1,0.1528
1850,-42.5,19.4,0.1509
1850,-42.5,20.6,0.1481
1850,-42.5,21.9,0.1476
1850,-42.5,23.1,0.1469
1850,-42.5,24.4,0.1473
1850,-42.5,25.6,0.1461
1850,-42.5,26.9,0.1477
1850,-42.5,28.1,0.1486
1850,-42.5,29.4,0.1458
1850,-42.5,30.6,0.1444
1850,-42.5,31.9,0.144
1850,-42.5,33.1,0.1453
1850,-42.5,34.4,0.1469
1850,-42.5,35.6,0.148
1850,-42.5,36.9,0.1488
1850,-42.5,38.1,0.1495
1850,-42.5,39.4,0.1504
1850,-42.5,40.6,0.1498
1850,-42.5,41.9,0.1477
1850,-42.5,43.1,0.1466
1850,-42.5,44.4,0.1455
1850,-42.5,45.6,0.1446
1850,-42.5,46.9,0.1462
1850,-42.5,48.1,0.1446
1850,-42.5,49.4,0.1437
1850,-42.5,50.6,0.1427
1850,-42.5,51.9,0.1417
1850,-42.5,53.1,0.143
1850,-42.5,54.4,0.1422
1850,-42.5,55.6,0.1434
1850,-42.5,56.9,0.1446
1850,-42.5,58.1,0.1442
1850,-42.5,59.4,0.1459
1850,-42.5,60.6,0.1504
1850,-42.5,61.9,0.1518
1850,-42.5,63.1,0.1524
1850,-42.5,64.4,0.1551
1850,-42.5,65.6,0.1538
1850,-42.5,66.9,0.1543
1850,-42.5,68.1,0.1546
1850,-42.5,69.4,0.1541
1850,-42.5,70.6,0.155
1850,-42.5,71.9,0.1547
1850,-42.5,73.1,0.1549
1850,-42.5,74.4,0.1573
1850,-42.5,75.6,0.1577
1850,-42.5,76.9,0.1577
1850,-42.5,78.1,0.1577
1850,-42.5,79.4,0.1572
1850,-42.5,80.6,0.1585
1850,-42.5,81.9,0.1601
1850,-42.5,83.1,0.1606
1850,-42.5,84.4,0.1621
1850,-42.5,85.6,0.1629
1850,-42.5,86.9,0.1653
1850,-42.5,88.1,0.1654
1850,-42.5,89.4,0.1669
1850,-42.5,90.6,0.1682
1850,-42.5,91.9,0.1648
1850,-42.5,93.1,0.1628
1850,-42.5,94.4,0.1603
1850,-42.5,95.6,0.1585
1850,-42.5,96.9,0.1571
1850,-42.5,98.1,0.1562
1850,-42.5,99.4,0.1545
1850,-42.5,100.6,0.1551
1850,-42.5,101.9,0.1547
1850,-42.5,103.1,0.1564
1850,-42.5,104.4,0.1571
1850,-42.5,105.6,0.158
1850,-42.5,106.9,0.1571
1850,-42.5,108.1,0.1559
1850,-42.5,109.4,0.1541
1850,-42.5,110.6,0.1511
1850,-42.5,111.9,0.1484
1850,-42.5,113.1,0.1458
1850,-42.5,114.4,0.1439
1850,-42.5,115.6,0.1414
1850,-42.5,116.9,0.1382
1850,-42.5,118.1,0.1351
1850,-42.5,119.4,0.133
1850,-42.5,120.6,0.1318
1850,-42.5,121.9,0.1319
1850,-42.5,123.1,0.1315
1850,-42.5,124.4,0.1316
1850,-42.5,125.6,0.1318
1850,-42.5,126.9,0.1339
1850,-42.5,128.1,0.1368
1850,-42.5,129.4,0.1385
1850,-42.5,130.6,0.14
1850,-42.5,131.9,0.1409
1850,-42.5,133.1,0.1422
1850,-42.5,134.4,0.1427
1850,-42.5,135.6,0.1439
1850,-42.5,136.9,0.1428
1850,-42.5,138.1,0.1426
1850,-42.5,139.4,0.1434
1850,-42.5,140.6,0.1474
1850,-42.5,141.9,0.154
1850,-42.5,143.1,0.1602
1850,-42.5,144.4,0.1596
1850,-42.5,145.6,0.1556
1850,-42.5,146.9,0.1298
1850,-42.5,148.1,0.1161
1850,-42.5,149.4,0.1358
1850,-42.5,150.6,0.1469
1850,-42.5,151.9,0.1544
1850,-42.5,153.1,0.1609
1850,-42.5,154.4,0.1659
1850,-42.5,155.6,0.1715
1850,-42.5,156.9,0.1798
1850,-42.5,158.1,0.1832
1850,-42.5,159.4,0.1857
1850,-42.5,160.6,0.1856
1850,-42.5,161.9,0.1852
1850,-42.5,163.1,0.183
1850,-42.5,164.4,0.1809
1850,-42.5,165.6,0.1756
1850,-42.5,166.9,0.1732
1850,-42.5,168.1,0.1741
1850,-42.5,169.4,0.173
1850,-42.5,170.6,0.1651
1850,-42.5,171.9,0.1321
1850,-42.5,173.1,0.0966
1850,-42.5,174.4,0.0965
1850,-42.5,175.6,0.1124
1850,-42.5,176.9,0.121
1850,-42.5,178.1,0.1257
1850,-42.5,179.4,0.1316
1850,-42.5,180.6,0.1413
1850,-42.5,181.9,0.1541
1850,-42.5,183.1,0.1613
1850,-42.5,184.4,0.1613
1850,-42.5,185.6,0.1586
1850,-42.5,186.9,0.1562
1850,-42.5,188.1,0.1586
1850,-42.5,189.4,0.1611
1850,-42.5,190.6,0.1589
1850,-42.5,191.9,0.1535
1850,-42.5,193.1,0.1533
1850,-42.5,194.4,0.1565
1850,-42.5,195.6,0.1534
1850,-42.5,196.9,0.1453
1850,-42.5,198.1,0.135
1850,-42.5,199.4,0.1282
1850,-42.5,200.6,0.1246
1850,-42.5,201.9,0.1192
1850,-42.5,203.1,0.1143
1850,-42.5,204.4,0.114
1850,-42.5,205.6,0.1133
1850,-42.5,206.9,0.11
1850,-42.5,208.1,0.1066
1850,-42.5,209.4,0.1052
1850,-42.5,210.6,0.1045
1850,-42.5,211.9,0.1031
1850,-42.5,213.1,0.1015
1850,-42.5,214.4,0.1024
1850,-42.5,215.6,0.1062
1850,-42.5,216.9,0.1074
1850,-42.5,218.1,0.104
1850,-42.5,219.4,0.0985
1850,-42.5,220.6,0.094
1850,-42.5,221.9,0.0908
1850,-42.5,223.1,0.0899
1850,-42.5,224.4,0.0902
1850,-42.5,225.6,0.0905
1850,-42.5,226.9,0.0907
1850,-42.5,228.1,0.0924
1850,-42.5,229.4,0.0925
1850,-42.5,230.6,0.0925
1850,-42.5,231.9,0.0965
1850,-42.5,233.1,0.1013
1850,-42.5,234.4,0.0997
1850,-42.5,235.6,0.0976
1850,-42.5,236.9,0.0974
1850,-42.5,238.1,0.0952
1850,-42.5,239.4,0.0937
1850,-42.5,240.6,0.0964
1850,-42.5,241.9,0.1005
1850,-42.5,243.1,0.1021
1850,-42.5,244.4,0.101
1850,-42.5,245.6,0.0984
1850,-42.5,246.9,0.0973
1850,-42.5,248.1,0.0978
1850,-42.5,249.4,0.0976
1850,-42.5,250.6,0.0988
1850,-42.5,251.9,0.1002
1850,-42.5,253.1,0.1003
1850,-42.5,254.4,0.1003
1850,-42.5,255.6,0.1022
1850,-42.5,256.9,0.105
1850,-42.5,258.1,0.1058
1850,-42.5,259.4,0.1059
1850,-42.5,260.6,0.1074
1850,-42.5,261.9,0.1103
1850,-42.5,263.1,0.1154
1850,-42.5,264.4,0.121
1850,-42.5,265.6,0.1224
1850,-42.5,266.9,0.119
1850,-42.5,268.1,0.1146
1850,-42.5,269.4,0.1108
1850,-42.5,270.6,0.1077
1850,-42.5,271.9,0.1044
1850,-42.5,273.1,0.1016
1850,-42.5,274.4,0.0988
1850,-42.5,275.6,0.0957
1850,-42.5,276.9,0.0926
1850,-42.5,278.1,0.0907
1850,-42.5,279.4,0.0892
1850,-42.5,280.6,0.0874
1850,-42.5,281.9,0.0857
1850,-42.5,283.1,0.0837
1850,-42.5,284.4,0.0831
1850,-42.5,285.6,0.0883
1850,-42.5,286.9,0.0857
1850,-42.5,288.1,0.0685
1850,-42.5,289.4,0.0411
1850,-42.5,290.6,0.0327
1850,-42.5,291.9,0.029
1850,-42.5,293.1,0.029
1850,-42.5,294.4,0.034
1850,-42.5,295.6,0.0403
1850,-42.5,296.9,0.0474
1850,-42.5,298.1,0.0537
1850,-42.5,299.4,0.0582
1850,-42.5,300.6,0.0635
1850,-42.5,301.9,0.0694
1850,-42.5,303.1,0.0734
1850,-42.5,304.4,0.0764
1850,-42.5,305.6,0.0808
1850,-42.5,306.9,0.0877
1850,-42.5,308.1,0.0961
1850,-42.5,309.4,0.1043
1850,-42.5,310.6,0.1123
1850,-42.5,311.9,0.1182
1850,-42.5,313.1,0.1226
1850,-42.5,314.4,0.1267
1850,-42.5,315.6,0.1283
1850,-42.5,316.9,0.1289
1850,-42.5,318.1,0.1293
1850,-42.5,319.4,0.1283
1850,-42.5,320.6,0.1296
1850,-42.5,321.9,0.1314
1850,-42.5,323.1,0.1344
1850,-42.5,324.4,0.1373
1850,-42.5,325.6,0.1408
1850,-42.5,326.9,0.1451
1850,-42.5,328.1,0.1476
1850,-42.5,329.4,0.1477
1850,-42.5,330.6,0.1491
1850,-42.5,331.9,0.1491
1850,-42.5,333.1,0.1481
1850,-42.5,334.4,0.1502
1850,-42.5,335.6,0.1505
1850,-42.5,336.9,0.1508
1850,-42.5,338.1,0.148
1850,-42.5,339.4,0.1463
1850,-42.5,340.6,0.146
1850,-42.5,341.9,0.1438
1850,-42.5,343.1,0.1427
1850,-42.5,344.4,0.139
1850,-42.5,345.6,0.1382
1850,-42.5,346.9,0.1373
1850,-42.5,348.1,0.1365
1850,-42.5,349.4,0.1359
1850,-42.5,350.6,0.1347
1850,-42.5,351.9,0.1349
1850,-42.5,353.1,0.1358
1850,-42.5,354.4,0.1359
1850,-42.5,355.6,0.1378
1850,-42.5,356.9,0.1406
1850,-42.5,358.1,0.1426
1850,-42.5,359.4,0.1439
1850,-41.5,0.6,0.1389
1850,-41.5,1.9,0.1371
1850,-41.5,3.1,0.1366
1850,-41.5,4.4,0.135
1850,-41.5,5.6,0.134
1850,-41.5,6.9,0.1322
1850,-41.5,8.1,0.1301
1850,-41.5,9.4,0.131
1850,-41.5,10.6,0.1339
1850,-41.5,11.9,0.1372
1850,-41.5,13.1,0.1394
1850,-41.5,14.4,0.1403
1850,-41.5,15.6,0.1374
1850,-41.5,16.9,0.1367
1850,-41.5,18.1,0.1353
1850,-41.5,19.4,0.1337
1850,-41.5,20.6,0.1323
1850,-41.5,21.9,0.1332
1850,-41.5,23.1,0.1337
1850,-41.5,24.4,0.1351
1850,-41.5,25.6,0.1347
1850,-41.5,26.9,0.1346
1850,-41.5,28.1,0.1337
1850,-41.5,29.4,0.1342
1850,-41.5,30.6,0.1373
1850,-41.5,31.9,0.1391
1850,-41.5,33.1,0.1404
1850,-41.5,34.4,0.1404
1850,-41.5,35.6,0.141
1850,-41.5,36.9,0.1423
1850,-41.5,38.1,0.1425
1850,-41.5,39.4,0.1416
1850,-41.5,40.6,0.1435
1850,-41.5,41.9,0.1416
1850,-41.5,43.1,0.1403
1850,-41.5,44.4,0.139
1850,-41.5,45.6,0.1379
1850,-41.5,46.9,0.1373
1850,-41.5,48.1,0.1369
1850,-41.5,49.4,0.1385
1850,-41.5,50.6,0.1398
1850,-41.5,51.9,0.1394
1850,-41.5,53.1,0.1382
1850,-41.5,54.4,0.1365
1850,-41.5,55.6,0.1374
1850,-41.5,56.9,0.1385
1850,-41.5,58.1,0.1411
1850,-41.5,59.4,0.1452
1850,-41.5,60.6,0.1478
1850,-41.5,61.9,0.1468
1850,-41.5,63.1,0.147
1850,-41.5,64.4,0.1451
1850,-41.5,65.6,0.1425
1850,-41.5,66.9,0.1436
1850,-41.5,68.1,0.145
1850,-41.5,69.4,0.1472
1850,-41.5,70.6,0.1491
1850,-41.5,71.9,0.15
1850,-41.5,73.1,0.1513
1850,-41.5,74.4,0.1529
1850,-41.5,75.6,0.1527
1850,-41.5,76.9,0.1521
1850,-41.5,78.1,0.1509
1850,-41.5,79.4,0.1495
1850,-41.5,80.6,0.1512
1850,-41.5,81.9,0.1523
1850,-41.5,83.1,0.1533
1850,-41.5,84.4,0.1542
1850,-41.5,85.6,0.1558
1850,-41.5,86.9,0.1556
1850,-41.5,88.1,0.157
1850,-41.5,89.4,0.1592
1850,-41.5,90.6,0.1603
1850,-41.5,91.9,0.1578
1850,-41.5,93.1,0.1562
1850,-41.5,94.4,0.1536
1850,-41.5,95.6,0.1525
1850,-41.5,96.9,0.1518
1850,-41.5,98.1,0.1513
1850,-41.5,99.4,0.1507
1850,-41.5,100.6,0.1507
1850,-41.5,101.9,0.1491
1850,-41.5,103.1,0.1498
1850,-41.5,104.4,0.1486
1850,-41.5,105.6,0.1463
1850,-41.5,106.9,0.144
1850,-41.5,108.1,0.143
1850,-41.5,109.4,0.1429
1850,-41.5,110.6,0.1417
1850,-41.5,111.9,0.1395
1850,-41.5,113.1,0.1372
1850,-41.5,114.4,0.1352
1850,-41.5,115.6,0.1322
1850,-41.5,116.9,0.1302
1850,-41.5,118.1,0.1281
1850,-41.5,119.4,0.1268
1850,-41.5,120.6,0.1256
1850,-41.5,121.9,0.125
1850,-41.5,123.1,0.1263
1850,-41.5,124.4,0.129
1850,-41.5,125.6,0.1314
1850,-41.5,126.9,0.1335
1850,-41.5,128.1,0.1347
1850,-41.5,129.4,0.1357
1850,-41.5,130.6,0.1352
1850,-41.5,131.9,0.1358
1850,-41.5,133.1,0.1364
1850,-41.5,134.4,0.1366
1850,-41.5,135.6,0.1357
1850,-41.5,136.9,0.1352
1850,-41.5,138.1,0.1365
1850,-41.5,139.4,0.1405
1850,-41.5,140.6,0.1461
1850,-41.5,141.9,0.1497
1850,-41.5,143.1,0.1516
1850,-41.5,144.4,0.1475
1850,-41.5,145.6,0.1408
1850,-41.5,146.9,0.1237
1850,-41.5,148.1,0.1268
1850,-41.5,149.4,0.1376
1850,-41.5,150.6,0.1443
1850,-41.5,151.9,0.15
1850,-41.5,153.1,0.1555
1850,-41.5,154.4,0.1609
1850,-41.5,155.6,0.1685
1850,-41.5,156.9,0.1715
1850,-41.5,158.1,0.1703
1850,-41.5,159.4,0.1716
1850,-41.5,160.6,0.1721
1850,-41.5,161.9,0.1714
1850,-41.5,163.1,0.17
1850,-41.5,164.4,0.1675
1850,-41.5,165.6,0.1615
1850,-41.5,166.9,0.1583
1850,-41.5,168.1,0.1573
1850,-41.5,169.4,0.1596
1850,-41.5,170.6,0.1605
1850,-41.5,171.9,0.1407
1850,-41.5,173.1,0.1105
1850,-41.5,174.4,0.101
1850,-41.5,175.6,0.1141
1850,-41.5,176.9,0.1152
1850,-41.5,178.1,0.1229
1850,-41.5,179.4,0.1298
1850,-41.5,180.6,0.141
1850,-41.5,181.9,0.1514
1850,-41.5,183.1,0.1569
1850,-41.5,184.4,0.1568
1850,-41.5,185.6,0.1535
1850,-41.5,186.9,0.1511
1850,-41.5,188.1,0.1518
1850,-41.5,189.4,0.1557
1850,-41.5,190.6,0.1529
1850,-41.5,191.9,0.1473
1850,-41.5,193.1,0.1489
1850,-41.5,194.4,0.1522
1850,-41.5,195.6,0.1455
1850,-41.5,196.9,0.1372
1850,-41.5,198.1,0.128
1850,-41.5,199.4,0.1215
1850,-41.5,200.6,0.1149
1850,-41.5,201.9,0.1079
1850,-41.5,203.1,0.1046
1850,-41.5,204.4,0.1047
1850,-41.5,205.6,0.1033
1850,-41.5,206.9,0.0999
1850,-41.5,208.1,0.0984
1850,-41.5,209.4,0.099
1850,-41.5,210.6,0.0997
1850,-41.5,211.9,0.0993
1850,-41.5,213.1,0.0991
1850,-41.5,214.4,0.0973
1850,-41.5,215.6,0.0987
1850,-41.5,216.9,0.099
1850,-41.5,218.1,0.0949
1850,-41.5,219.4,0.0904
1850,-41.5,220.6,0.0885
1850,-41.5,221.9,0.0874
1850,-41.5,223.1,0.0867
1850,-41.5,224.4,0.0852
1850,-41.5,225.6,0.0855
1850,-41.5,226.9,0.0871
1850,-41.5,228.1,0.0888
1850,-41.5,229.4,0.0877
1850,-41.5,230.6,0.0874
1850,-41.5,231.9,0.0924
1850,-41.5,233.1,0.0955
1850,-41.5,234.4,0.0917
1850,-41.5,235.6,0.091
1850,-41.5,236.9,0.0903
1850,-41.5,238.1,0.0889
1850,-41.5,239.4,0.0898
1850,-41.5,240.6,0.0923
1850,-41.5,241.9,0.0952
1850,-41.5,243.1,0.0971
1850,-41.5,244.4,0.0955
1850,-41.5,245.6,0.0939
1850,-41.5,246.9,0.0942
1850,-41.5,248.1,0.0951
1850,-41.5,249.4,0.0963
1850,-41.5,250.6,0.0963
1850,-41.5,251.9,0.0955
1850,-41.5,253.1,0.0952
1850,-41.5,254.4,0.0965
1850,-41.5,255.6,0.0984
1850,-41.5,256.9,0.0991
1850,-41.5,258.1,0.0981
1850,-41.5,259.4,0.0986
1850,-41.5,260.6,0.1031
1850,-41.5,261.9,0.1111
1850,-41.5,263.1,0.1185
1850,-41.5,264.4,0.1206
1850,-41.5,265.6,0.1169
1850,-41.5,266.9,0.1095
1850,-41.5,268.1,0.1047
1850,-41.5,269.4,0.1027
1850,-41.5,270.6,0.1018
1850,-41.5,271.9,0.0996
1850,-41.5,273.1,0.0966
1850,-41.5,274.4,0.0941
1850,-41.5,275.6,0.0913
1850,-41.5,276.9,0.0884
1850,-41.5,278.1,0.0866
1850,-41.5,279.4,0.0858
1850,-41.5,280.6,0.0838
1850,-41.5,281.9,0.0824
1850,-41.5,283.1,0.0811
1850,-41.5,284.4,0.0806
1850,-41.5,285.6,0.083
1850,-41.5,286.9,0.0768
1850,-41.5,288.1,0.0588
1850,-41.5,289.4,0.0364
1850,-41.5,290.6,0.03
1850,-41.5,291.9,0.0283
1850,-41.5,293.1,0.0308
1850,-41.5,294.4,0.038
1850,-41.5,295.6,0.047
1850,-41.5,296.9,0.0526
1850,-41.5,298.1,0.0562
1850,-41.5,299.4,0.0597
1850,-41.5,300.6,0.064
1850,-41.5,301.9,0.0684
1850,-41.5,303.1,0.0719
1850,-41.5,304.4,0.0754
1850,-41.5,305.6,0.0816
1850,-41.5,306.9,0.0906
1850,-41.5,308.1,0.1008
1850,-41.5,309.4,0.1092
1850,-41.5,310.6,0.114
1850,-41.5,311.9,0.1165
1850,-41.5,313.1,0.1186
1850,-41.5,314.4,0.1213
1850,-41.5,315.6,0.1236
1850,-41.5,316.9,0.1238
1850,-41.5,318.1,0.1231
1850,-41.5,319.4,0.1228
1850,-41.5,320.6,0.1248
1850,-41.5,321.9,0.1257
1850,-41.5,323.1,0.1271
1850,-41.5,324.4,0.1279
1850,-41.5,325.6,0.1291
1850,-41.5,326.9,0.1301
1850,-41.5,328.1,0.1294
1850,-41.5,329.4,0.1306
1850,-41.5,330.6,0.1322
1850,-41.5,331.9,0.1311
1850,-41.5,333.1,0.1336
1850,-41.5,334.4,0.1373
1850,-41.5,335.6,0.138
1850,-41.5,336.9,0.1364
1850,-41.5,338.1,0.1335
1850,-41.5,339.4,0.1338
1850,-41.5,340.6,0.1348
1850,-41.5,341.9,0.1346
1850,-41.5,343.1,0.1337
1850,-41.5,344.4,0.1314
1850,-41.5,345.6,0.1294
1850,-41.5,346.9,0.1275
1850,-41.5,348.1,0.1269
1850,-41.5,349.4,0.1279
1850,-41.5,350.6,0.1274
1850,-41.5,351.9,0.1285
1850,-41.5,353.1,0.1308
1850,-41.5,354.4,0.1339
1850,-41.5,355.6,0.1368
1850,-41.5,356.9,0.1379
1850,-41.5,358.1,0.1392
1850,-41.5,359.4,0.1395
1850,-40.5,0.6,0.1287
1850,-40.5,1.9,0.1268
1850,-40.5,3.1,0.1244
1850,-40.5,4.4,0.1232
1850,-40.5,5.6,0.123
1850,-40.5,6.9,0.1233
1850,-40.5,8.1,0.1236
1850,-40.5,9.4,0.1253
1850,-40.5,10.6,0.1273
1850,-40.5,11.9,0.1268
1850,-40.5,13.1,0.1254
1850,-40.5,14.4,0.1266
1850,-40.5,15.6,0.1243
1850,-40.5,16.9,0.123
1850,-40.5,18.1,0.1231
1850,-40.5,19.4,0.1182
1850,-40.5,20.6,0.1158
1850,-40.5,21.9,0.1165
1850,-40.5,23.1,0.1201
1850,-40.5,24.4,0.1207
1850,-40.5,25.6,0.1214
1850,-40.5,26.9,0.1219
1850,-40.5,28.1,0.1224
1850,-40.5,29.4,0.124
1850,-40.5,30.6,0.1253
1850,-40.5,31.9,0.13
1850,-40.5,33.1,0.1318
1850,-40.5,34.4,0.1316
1850,-40.5,35.6,0.1317
1850,-40.5,36.9,0.1324
1850,-40.5,38.1,0.1319
1850,-40.5,39.4,0.1336
1850,-40.5,40.6,0.1363
1850,-40.5,41.9,0.1373
1850,-40.5,43.1,0.1376
1850,-40.5,44.4,0.1353
1850,-40.5,45.6,0.1347
1850,-40.5,46.9,0.1333
1850,-40.5,48.1,0.1334
1850,-40.5,49.4,0.134
1850,-40.5,50.6,0.1355
1850,-40.5,51.9,0.1354
1850,-40.5,53.1,0.1334
1850,-40.5,54.4,0.1325
1850,-40.5,55.6,0.1336
1850,-40.5,56.9,0.1364
1850,-40.5,58.1,0.1394
1850,-40.5,59.4,0.1415
1850,-40.5,60.6,0.1404
1850,-40.5,61.9,0.1383
1850,-40.5,63.1,0.1365
1850,-40.5,64.4,0.134
1850,-40.5,65.6,0.1344
1850,-40.5,66.9,0.137
1850,-40.5,68.1,0.1394
1850,-40.5,69.4,0.142
1850,-40.5,70.6,0.1434
1850,-40.5,71.9,0.1429
1850,-40.5,73.1,0.1434
1850,-40.5,74.4,0.1433
1850,-40.5,75.6,0.1436
1850,-40.5,76.9,0.1436
1850,-40.5,78.1,0.1426
1850,-40.5,79.4,0.1408
1850,-40.5,80.6,0.1404
1850,-40.5,81.9,0.1425
1850,-40.5,83.1,0.1443
1850,-40.5,84.4,0.1442
1850,-40.5,85.6,0.1454
1850,-40.5,86.9,0.1462
1850,-40.5,88.1,0.148
1850,-40.5,89.4,0.1482
1850,-40.5,90.6,0.1484
1850,-40.5,91.9,0.1468
1850,-40.5,93.1,0.1458
1850,-40.5,94.4,0.1448
1850,-40.5,95.6,0.1447
1850,-40.5,96.9,0.1437
1850,-40.5,98.1,0.1433
1850,-40.5,99.4,0.142
1850,-40.5,100.6,0.1424
1850,-40.5,101.9,0.14
1850,-40.5,103.1,0.1395
1850,-40.5,104.4,0.1393
1850,-40.5,105.6,0.1367
1850,-40.5,106.9,0.1338
1850,-40.5,108.1,0.1317
1850,-40.5,109.4,0.1284
1850,-40.5,110.6,0.1274
1850,-40.5,111.9,0.1268
1850,-40.5,113.1,0.1262
1850,-40.5,114.4,0.1245
1850,-40.5,115.6,0.1227
1850,-40.5,116.9,0.1208
1850,-40.5,118.1,0.1204
1850,-40.5,119.4,0.1197
1850,-40.5,120.6,0.118
1850,-40.5,121.9,0.1189
1850,-40.5,123.1,0.1236
1850,-40.5,124.4,0.1264
1850,-40.5,125.6,0.1279
1850,-40.5,126.9,0.1298
1850,-40.5,128.1,0.1309
1850,-40.5,129.4,0.1313
1850,-40.5,130.6,0.1329
1850,-40.5,131.9,0.1349
1850,-40.5,133.1,0.1352
1850,-40.5,134.4,0.1343
1850,-40.5,135.6,0.1335
1850,-40.5,136.9,0.1356
1850,-40.5,138.1,0.1398
1850,-40.5,139.4,0.1441
1850,-40.5,140.6,0.1452
1850,-40.5,141.9,0.145
1850,-40.5,143.1,0.1473
1850,-40.5,144.4,0.1479
1850,-40.5,145.6,0.1411
1850,-40.5,146.9,0.1375
1850,-40.5,148.1,0.1388
1850,-40.5,149.4,0.1409
1850,-40.5,150.6,0.1453
1850,-40.5,151.9,0.1501
1850,-40.5,153.1,0.155
1850,-40.5,154.4,0.1628
1850,-40.5,155.6,0.1647
1850,-40.5,156.9,0.1637
1850,-40.5,158.1,0.1637
1850,-40.5,159.4,0.1666
1850,-40.5,160.6,0.167
1850,-40.5,161.9,0.165
1850,-40.5,163.1,0.1622
1850,-40.5,164.4,0.1594
1850,-40.5,165.6,0.1553
1850,-40.5,166.9,0.1535
1850,-40.5,168.1,0.1505
1850,-40.5,169.4,0.1473
1850,-40.5,170.6,0.1468
1850,-40.5,171.9,0.1403
1850,-40.5,173.1,0.1257
1850,-40.5,174.4,0.1149
1850,-40.5,175.6,0.1153
1850,-40.5,176.9,0.1011
1850,-40.5,178.1,0.1145
1850,-40.5,179.4,0.1233
1850,-40.5,180.6,0.1351
1850,-40.5,181.9,0.1444
1850,-40.5,183.1,0.1466
1850,-40.5,184.4,0.1466
1850,-40.5,185.6,0.1471
1850,-40.5,186.9,0.1472
1850,-40.5,188.1,0.1472
1850,-40.5,189.4,0.148
1850,-40.5,190.6,0.1444
1850,-40.5,191.9,0.1409
1850,-40.5,193.1,0.1448
1850,-40.5,194.4,0.1496
1850,-40.5,195.6,0.1424
1850,-40.5,196.9,0.1336
1850,-40.5,198.1,0.125
1850,-40.5,199.4,0.1157
1850,-40.5,200.6,0.1084
1850,-40.5,201.9,0.1012
1850,-40.5,203.1,0.0977
1850,-40.5,204.4,0.0971
1850,-40.5,205.6,0.0951
1850,-40.5,206.9,0.0928
1850,-40.5,208.1,0.0925
1850,-40.5,209.4,0.094
1850,-40.5,210.6,0.0947
1850,-40.5,211.9,0.0968
1850,-40.5,213.1,0.0936
1850,-40.5,214.4,0.0889
1850,-40.5,215.6,0.0901
1850,-40.5,216.9,0.0914
1850,-40.5,218.1,0.088
1850,-40.5,219.4,0.0847
1850,-40.5,220.6,0.0843
1850,-40.5,221.9,0.0833
1850,-40.5,223.1,0.081
1850,-40.5,224.4,0.0788
1850,-40.5,225.6,0.0789
1850,-40.5,226.9,0.0822
1850,-40.5,228.1,0.0844
1850,-40.5,229.4,0.084
1850,-40.5,230.6,0.0841
1850,-40.5,231.9,0.0881
1850,-40.5,233.1,0.0895
1850,-40.5,234.4,0.0866
1850,-40.5,235.6,0.0864
1850,-40.5,236.9,0.0864
1850,-40.5,238.1,0.0871
1850,-40.5,239.4,0.0893
1850,-40.5,240.6,0.0914
1850,-40.5,241.9,0.0937
1850,-40.5,243.1,0.0943
1850,-40.5,244.4,0.0927
