year,latitude,longitude,aerosol
1850,-88.5,263.1,0.0233
1850,-88.5,264.4,0.0233
1850,-88.5,265.6,0.0233
1850,-88.5,266.9,0.0232
1850,-88.5,268.1,0.0232
1850,-88.5,269.4,0.0232
1850,-88.5,270.6,0.0232
1850,-88.5,271.9,0.0232
1850,-88.5,273.1,0.0231
1850,-88.5,274.4,0.0231
1850,-88.5,275.6,0.0231
1850,-88.5,276.9,0.0231
1850,-88.5,278.1,0.0231
1850,-88.5,279.4,0.0231
1850,-88.5,280.6,0.023
1850,-88.5,281.9,0.023
1850,-88.5,283.1,0.023
1850,-88.5,284.4,0.023
1850,-88.5,285.6,0.023
1850,-88.5,286.9,0.0229
1850,-88.5,288.1,0.0229
1850,-88.5,289.4,0.0229
1850,-88.5,290.6,0.0229
1850,-88.5,291.9,0.0228
1850,-88.5,293.1,0.0228
1850,-88.5,294.4,0.0226
1850,-88.5,295.6,0.0224
1850,-88.5,296.9,0.0221
1850,-88.5,298.1,0.0219
1850,-88.5,299.4,0.0216
1850,-88.5,300.6,0.0214
1850,-88.5,301.9,0.0211
1850,-88.5,303.1,0.0209
1850,-88.5,304.4,0.0207
1850,-88.5,305.6,0.0206
1850,-88.5,306.9,0.0207
1850,-88.5,308.1,0.0208
1850,-88.5,309.4,0.0209
1850,-88.5,310.6,0.021
1850,-88.5,311.9,0.0211
1850,-88.5,313.1,0.0212
1850,-88.5,314.4,0.0213
1850,-88.5,315.6,0.0214
1850,-88.5,316.9,0.0214
1850,-88.5,318.1,0.0214
1850,-88.5,319.4,0.0214
1850,-88.5,320.6,0.0214
1850,-88.5,321.9,0.0214
1850,-88.5,323.1,0.0214
1850,-88.5,324.4,0.0214
1850,-88.5,325.6,0.0214
1850,-88.5,326.9,0.0214
1850,-88.5,328.1,0.0214
1850,-88.5,329.4,0.0214
1850,-88.5,330.6,0.0214
1850,-88.5,331.9,0.0215
1850,-88.5,333.1,0.0215
1850,-88.5,334.4,0.0215
1850,-88.5,335.6,0.0215
1850,-88.5,336.9,0.0215
1850,-88.5,338.1,0.0215
1850,-88.5,339.4,0.0215
1850,-88.5,340.6,0.0215
1850,-88.5,341.9,0.0215
1850,-88.5,343.1,0.0215
1850,-88.5,344.4,0.0215
1850,-88.5,345.6,0.0215
1850,-88.5,346.9,0.0215
1850,-88.5,348.1,0.0215
1850,-88.5,349.4,0.0215
1850,-88.5,350.6,0.021
1850,-88.5,351.9,0.021
1850,-88.5,353.1,0.021
1850,-88.5,354.4,0.021
1850,-88.5,355.6,0.021
1850,-88.5,356.9,0.021
1850,-88.5,358.1,0.021
1850,-88.5,359.4,0.021
1850,-87.5,0.6,0.0207
1850,-87.5,1.9,0.0207
1850,-87.5,3.1,0.0207
1850,-87.5,4.4,0.0207
1850,-87.5,5.6,0.0207
1850,-87.5,6.9,0.0207
1850,-87.5,8.1,0.0207
1850,-87.5,9.4,0.0207
1850,-87.5,10.6,0.0208
1850,-87.5,11.9,0.0212
1850,-87.5,13.1,0.0217
1850,-87.5,14.4,0.0221
1850,-87.5,15.6,0.0226
1850,-87.5,16.9,0.0229
1850,-87.5,18.1,0.023
1850,-87.5,19.4,0.0231
1850,-87.5,20.6,0.0231
1850,-87.5,21.9,0.0232
1850,-87.5,23.1,0.0233
1850,-87.5,24.4,0.0233
1850,-87.5,25.6,0.0233
1850,-87.5,26.9,0.0232
1850,-87.5,28.1,0.0232
1850,-87.5,29.4,0.0232
1850,-87.5,30.6,0.0231
1850,-87.5,31.9,0.0231
1850,-87.5,33.1,0.0231
1850,-87.5,34.4,0.0231
